dateStart,title,latitude,longitude,description
2019-12-06 22:11:00 UTC,ASSAULT,41.902991231,-87.689797763,SIMPLE
2019-12-06 22:50:00 UTC,ASSAULT,41.680832474,-87.645663811,SIMPLE
2019-12-07 01:13:00 UTC,ASSAULT,41.834573033,-87.633279986,SIMPLE
2019-12-07 03:24:00 UTC,ASSAULT,41.976762981,-87.900983721,SIMPLE
2019-12-07 04:00:00 UTC,ASSAULT,41.932514672,-87.698857873,SIMPLE
2019-12-07 04:00:00 UTC,ASSAULT,41.761667678,-87.563654805,SIMPLE
2019-12-07 06:15:00 UTC,ASSAULT,41.896549081,-87.773875836,SIMPLE
2019-12-07 08:00:00 UTC,ASSAULT,41.96593721,-87.727964573,SIMPLE
2019-12-07 09:06:00 UTC,ASSAULT,41.877745403,-87.626074642,SIMPLE
2019-12-07 09:45:00 UTC,ASSAULT,41.928616229,-87.740128615,SIMPLE
2019-12-07 10:15:00 UTC,ASSAULT,41.808634077,-87.645527495,SIMPLE
2019-12-07 11:30:00 UTC,ASSAULT,42.019310088,-87.700178068,SIMPLE
2019-12-07 11:30:00 UTC,ASSAULT,41.870974418,-87.704210493,SIMPLE
2019-12-07 12:30:00 UTC,ASSAULT,41.873704218,-87.704077244,SIMPLE
2019-12-07 13:00:00 UTC,ASSAULT,41.767824956,-87.591891194,SIMPLE
2019-12-07 13:30:00 UTC,ASSAULT,41.942449513,-87.667019999,SIMPLE
2019-12-07 13:45:00 UTC,ASSAULT,41.716656889,-87.535281936,SIMPLE
2019-12-07 14:00:00 UTC,ASSAULT,41.720515598,-87.536497921,SIMPLE
2019-12-07 14:30:00 UTC,ASSAULT,41.836385231,-87.66571041,SIMPLE
2019-12-07 15:30:00 UTC,ASSAULT,41.904583499,-87.630006701,SIMPLE
2019-12-07 15:45:00 UTC,ASSAULT,41.900505589,-87.699285044,PRO EMP HANDS NO/MIN INJURY
2019-12-07 16:10:00 UTC,ASSAULT,41.761336163,-87.65940388,SIMPLE
2019-12-07 16:25:00 UTC,ASSAULT,41.861698338,-87.721386456,SIMPLE
2019-12-07 17:00:00 UTC,ASSAULT,41.860170844,-87.729884596,SIMPLE
2019-12-07 17:20:00 UTC,ASSAULT,41.96437924,-87.6568234,SIMPLE
